"date","subregion","Inzidenzstufe 0 (höchstens 10)","Inzidenzstufe 1 (von 10,1 bis 35)","Inzidenzstufe 2 (von 35,1 bis 50)","Inzidenzstufe 3 (über 50)"
"2021-07-24","Städteregion Aachen","0","1","0","0"
"2021-07-24","Bielefeld","1","0","0","0"
"2021-07-24","Bochum","1","0","0","0"
"2021-07-24","Bonn","1","0","0","0"
"2021-07-24","Borken","0","1","0","0"
"2021-07-24","Bottrop","1","0","0","0"
"2021-07-24","Coesfeld","1","0","0","0"
"2021-07-24","Dortmund","1","0","0","0"
"2021-07-24","Duisburg","1","0","0","0"
"2021-07-24","Düren","0","1","0","0"
"2021-07-24","Düsseldorf","0","1","0","0"
"2021-07-24","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-07-24","Essen","1","0","0","0"
"2021-07-24","Euskirchen","1","0","0","0"
"2021-07-24","Gelsenkirchen","1","0","0","0"
"2021-07-24","Gütersloh","1","0","0","0"
"2021-07-24","Hagen","1","0","0","0"
"2021-07-24","Hamm","0","1","0","0"
"2021-07-24","Heinsberg","1","0","0","0"
"2021-07-24","Herford","1","0","0","0"
"2021-07-24","Herne","1","0","0","0"
"2021-07-24","Hochsauerlandkreis","1","0","0","0"
"2021-07-24","Höxter","1","0","0","0"
"2021-07-24","Kleve","1","0","0","0"
"2021-07-24","Köln","0","1","0","0"
"2021-07-24","Krefeld","0","1","0","0"
"2021-07-24","Leverkusen","0","1","0","0"
"2021-07-24","Lippe","1","0","0","0"
"2021-07-24","Märkischer Kreis","1","0","0","0"
"2021-07-24","Mettmann","1","0","0","0"
"2021-07-24","Minden-Lübbecke","0","1","0","0"
"2021-07-24","Mönchengladbach","1","0","0","0"
"2021-07-24","Mülheim an der Ruhr","1","0","0","0"
"2021-07-24","Münster","0","1","0","0"
"2021-07-24","Oberbergischer Kreis","0","1","0","0"
"2021-07-24","Oberhausen","0","1","0","0"
"2021-07-24","Olpe","1","0","0","0"
"2021-07-24","Paderborn","1","0","0","0"
"2021-07-24","Recklinghausen","1","0","0","0"
"2021-07-24","Remscheid","1","0","0","0"
"2021-07-24","Rhein-Erft-Kreis","1","0","0","0"
"2021-07-24","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-07-24","Rhein-Kreis Neuss","0","1","0","0"
"2021-07-24","Rhein-Sieg-Kreis","1","0","0","0"
"2021-07-24","Siegen-Wittgenstein","1","0","0","0"
"2021-07-24","Soest","1","0","0","0"
"2021-07-24","Solingen","0","1","0","0"
"2021-07-24","Steinfurt","1","0","0","0"
"2021-07-24","Unna","1","0","0","0"
"2021-07-24","Viersen","1","0","0","0"
"2021-07-24","Warendorf","1","0","0","0"
"2021-07-24","Wesel","1","0","0","0"
"2021-07-24","Wuppertal","1","0","0","0"
"2021-07-26","Städteregion Aachen","0","1","0","0"
"2021-07-26","Bielefeld","1","0","0","0"
"2021-07-26","Bochum","1","0","0","0"
"2021-07-26","Bonn","1","0","0","0"
"2021-07-26","Borken","0","1","0","0"
"2021-07-26","Bottrop","1","0","0","0"
"2021-07-26","Coesfeld","1","0","0","0"
"2021-07-26","Dortmund","1","0","0","0"
"2021-07-26","Duisburg","1","0","0","0"
"2021-07-26","Düren","0","1","0","0"
"2021-07-26","Düsseldorf","0","1","0","0"
"2021-07-26","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-07-26","Essen","1","0","0","0"
"2021-07-26","Euskirchen","1","0","0","0"
"2021-07-26","Gelsenkirchen","1","0","0","0"
"2021-07-26","Gütersloh","1","0","0","0"
"2021-07-26","Hagen","1","0","0","0"
"2021-07-26","Hamm","0","1","0","0"
"2021-07-26","Heinsberg","1","0","0","0"
"2021-07-26","Herford","1","0","0","0"
"2021-07-26","Herne","1","0","0","0"
"2021-07-26","Hochsauerlandkreis","1","0","0","0"
"2021-07-26","Höxter","0","1","0","0"
"2021-07-26","Kleve","0","1","0","0"
"2021-07-26","Köln","0","1","0","0"
"2021-07-26","Krefeld","0","1","0","0"
"2021-07-26","Leverkusen","0","1","0","0"
"2021-07-26","Lippe","1","0","0","0"
"2021-07-26","Märkischer Kreis","1","0","0","0"
"2021-07-26","Mettmann","1","0","0","0"
"2021-07-26","Minden-Lübbecke","0","1","0","0"
"2021-07-26","Mönchengladbach","1","0","0","0"
"2021-07-26","Mülheim an der Ruhr","1","0","0","0"
"2021-07-26","Münster","0","1","0","0"
"2021-07-26","Oberbergischer Kreis","0","1","0","0"
"2021-07-26","Oberhausen","0","1","0","0"
"2021-07-26","Olpe","1","0","0","0"
"2021-07-26","Paderborn","1","0","0","0"
"2021-07-26","Recklinghausen","1","0","0","0"
"2021-07-26","Remscheid","1","0","0","0"
"2021-07-26","Rhein-Erft-Kreis","1","0","0","0"
"2021-07-26","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-07-26","Rhein-Kreis Neuss","0","1","0","0"
"2021-07-26","Rhein-Sieg-Kreis","1","0","0","0"
"2021-07-26","Siegen-Wittgenstein","1","0","0","0"
"2021-07-26","Soest","1","0","0","0"
"2021-07-26","Solingen","0","0","1","0"
"2021-07-26","Steinfurt","1","0","0","0"
"2021-07-26","Unna","1","0","0","0"
"2021-07-26","Viersen","1","0","0","0"
"2021-07-26","Warendorf","1","0","0","0"
"2021-07-26","Wesel","1","0","0","0"
"2021-07-26","Wuppertal","1","0","0","0"
"2021-07-27","Städteregion Aachen","0","1","0","0"
"2021-07-27","Bielefeld","1","0","0","0"
"2021-07-27","Bochum","0","1","0","0"
"2021-07-27","Bonn","1","0","0","0"
"2021-07-27","Borken","0","1","0","0"
"2021-07-27","Bottrop","1","0","0","0"
"2021-07-27","Coesfeld","1","0","0","0"
"2021-07-27","Dortmund","1","0","0","0"
"2021-07-27","Duisburg","1","0","0","0"
"2021-07-27","Düren","0","1","0","0"
"2021-07-27","Düsseldorf","0","0","1","0"
"2021-07-27","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-07-27","Essen","1","0","0","0"
"2021-07-27","Euskirchen","1","0","0","0"
"2021-07-27","Gelsenkirchen","1","0","0","0"
"2021-07-27","Gütersloh","1","0","0","0"
"2021-07-27","Hagen","0","1","0","0"
"2021-07-27","Hamm","0","1","0","0"
"2021-07-27","Heinsberg","1","0","0","0"
"2021-07-27","Herford","1","0","0","0"
"2021-07-27","Herne","1","0","0","0"
"2021-07-27","Hochsauerlandkreis","1","0","0","0"
"2021-07-27","Höxter","0","1","0","0"
"2021-07-27","Kleve","0","1","0","0"
"2021-07-27","Köln","0","1","0","0"
"2021-07-27","Krefeld","0","1","0","0"
"2021-07-27","Leverkusen","0","1","0","0"
"2021-07-27","Lippe","1","0","0","0"
"2021-07-27","Märkischer Kreis","1","0","0","0"
"2021-07-27","Mettmann","0","1","0","0"
"2021-07-27","Minden-Lübbecke","0","1","0","0"
"2021-07-27","Mönchengladbach","1","0","0","0"
"2021-07-27","Mülheim an der Ruhr","1","0","0","0"
"2021-07-27","Münster","0","1","0","0"
"2021-07-27","Oberbergischer Kreis","0","1","0","0"
"2021-07-27","Oberhausen","0","1","0","0"
"2021-07-27","Olpe","1","0","0","0"
"2021-07-27","Paderborn","1","0","0","0"
"2021-07-27","Recklinghausen","0","1","0","0"
"2021-07-27","Remscheid","1","0","0","0"
"2021-07-27","Rhein-Erft-Kreis","1","0","0","0"
"2021-07-27","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-07-27","Rhein-Kreis Neuss","0","1","0","0"
"2021-07-27","Rhein-Sieg-Kreis","1","0","0","0"
"2021-07-27","Siegen-Wittgenstein","1","0","0","0"
"2021-07-27","Soest","1","0","0","0"
"2021-07-27","Solingen","0","0","1","0"
"2021-07-27","Steinfurt","1","0","0","0"
"2021-07-27","Unna","1","0","0","0"
"2021-07-27","Viersen","1","0","0","0"
"2021-07-27","Warendorf","1","0","0","0"
"2021-07-27","Wesel","1","0","0","0"
"2021-07-27","Wuppertal","1","0","0","0"
"2021-07-28","Städteregion Aachen","0","1","0","0"
"2021-07-28","Bielefeld","1","0","0","0"
"2021-07-28","Bochum","0","1","0","0"
"2021-07-28","Bonn","1","0","0","0"
"2021-07-28","Borken","0","1","0","0"
"2021-07-28","Bottrop","1","0","0","0"
"2021-07-28","Coesfeld","1","0","0","0"
"2021-07-28","Dortmund","1","0","0","0"
"2021-07-28","Duisburg","1","0","0","0"
"2021-07-28","Düren","0","1","0","0"
"2021-07-28","Düsseldorf","0","0","1","0"
"2021-07-28","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-07-28","Essen","1","0","0","0"
"2021-07-28","Euskirchen","1","0","0","0"
"2021-07-28","Gelsenkirchen","1","0","0","0"
"2021-07-28","Gütersloh","1","0","0","0"
"2021-07-28","Hagen","0","1","0","0"
"2021-07-28","Hamm","0","1","0","0"
"2021-07-28","Heinsberg","1","0","0","0"
"2021-07-28","Herford","1","0","0","0"
"2021-07-28","Herne","1","0","0","0"
"2021-07-28","Hochsauerlandkreis","1","0","0","0"
"2021-07-28","Höxter","0","1","0","0"
"2021-07-28","Kleve","0","1","0","0"
"2021-07-28","Köln","0","1","0","0"
"2021-07-28","Krefeld","0","1","0","0"
"2021-07-28","Leverkusen","0","1","0","0"
"2021-07-28","Lippe","1","0","0","0"
"2021-07-28","Märkischer Kreis","1","0","0","0"
"2021-07-28","Mettmann","0","1","0","0"
"2021-07-28","Minden-Lübbecke","0","1","0","0"
"2021-07-28","Mönchengladbach","1","0","0","0"
"2021-07-28","Mülheim an der Ruhr","1","0","0","0"
"2021-07-28","Münster","0","1","0","0"
"2021-07-28","Oberbergischer Kreis","0","1","0","0"
"2021-07-28","Oberhausen","0","1","0","0"
"2021-07-28","Olpe","1","0","0","0"
"2021-07-28","Paderborn","1","0","0","0"
"2021-07-28","Recklinghausen","0","1","0","0"
"2021-07-28","Remscheid","1","0","0","0"
"2021-07-28","Rhein-Erft-Kreis","1","0","0","0"
"2021-07-28","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-07-28","Rhein-Kreis Neuss","0","1","0","0"
"2021-07-28","Rhein-Sieg-Kreis","1","0","0","0"
"2021-07-28","Siegen-Wittgenstein","1","0","0","0"
"2021-07-28","Soest","1","0","0","0"
"2021-07-28","Solingen","0","0","1","0"
"2021-07-28","Steinfurt","1","0","0","0"
"2021-07-28","Unna","1","0","0","0"
"2021-07-28","Viersen","1","0","0","0"
"2021-07-28","Warendorf","1","0","0","0"
"2021-07-28","Wesel","0","1","0","0"
"2021-07-28","Wuppertal","1","0","0","0"
"2021-07-29","Städteregion Aachen","0","1","0","0"
"2021-07-29","Bielefeld","1","0","0","0"
"2021-07-29","Bochum","0","1","0","0"
"2021-07-29","Bonn","0","1","0","0"
"2021-07-29","Borken","0","1","0","0"
"2021-07-29","Bottrop","1","0","0","0"
"2021-07-29","Coesfeld","1","0","0","0"
"2021-07-29","Dortmund","1","0","0","0"
"2021-07-29","Duisburg","1","0","0","0"
"2021-07-29","Düren","0","1","0","0"
"2021-07-29","Düsseldorf","0","0","1","0"
"2021-07-29","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-07-29","Essen","1","0","0","0"
"2021-07-29","Euskirchen","1","0","0","0"
"2021-07-29","Gelsenkirchen","1","0","0","0"
"2021-07-29","Gütersloh","1","0","0","0"
"2021-07-29","Hagen","0","1","0","0"
"2021-07-29","Hamm","0","1","0","0"
"2021-07-29","Heinsberg","0","1","0","0"
"2021-07-29","Herford","1","0","0","0"
"2021-07-29","Herne","1","0","0","0"
"2021-07-29","Hochsauerlandkreis","1","0","0","0"
"2021-07-29","Höxter","0","1","0","0"
"2021-07-29","Kleve","0","1","0","0"
"2021-07-29","Köln","0","1","0","0"
"2021-07-29","Krefeld","0","1","0","0"
"2021-07-29","Leverkusen","0","1","0","0"
"2021-07-29","Lippe","0","1","0","0"
"2021-07-29","Märkischer Kreis","1","0","0","0"
"2021-07-29","Mettmann","0","1","0","0"
"2021-07-29","Minden-Lübbecke","0","1","0","0"
"2021-07-29","Mönchengladbach","1","0","0","0"
"2021-07-29","Mülheim an der Ruhr","1","0","0","0"
"2021-07-29","Münster","0","1","0","0"
"2021-07-29","Oberbergischer Kreis","0","1","0","0"
"2021-07-29","Oberhausen","0","1","0","0"
"2021-07-29","Olpe","1","0","0","0"
"2021-07-29","Paderborn","0","1","0","0"
"2021-07-29","Recklinghausen","0","1","0","0"
"2021-07-29","Remscheid","1","0","0","0"
"2021-07-29","Rhein-Erft-Kreis","1","0","0","0"
"2021-07-29","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-07-29","Rhein-Kreis Neuss","0","1","0","0"
"2021-07-29","Rhein-Sieg-Kreis","1","0","0","0"
"2021-07-29","Siegen-Wittgenstein","1","0","0","0"
"2021-07-29","Soest","1","0","0","0"
"2021-07-29","Solingen","0","0","1","0"
"2021-07-29","Steinfurt","1","0","0","0"
"2021-07-29","Unna","1","0","0","0"
"2021-07-29","Viersen","1","0","0","0"
"2021-07-29","Warendorf","1","0","0","0"
"2021-07-29","Wesel","0","1","0","0"
"2021-07-29","Wuppertal","0","1","0","0"
"2021-07-30","Städteregion Aachen","0","1","0","0"
"2021-07-30","Bielefeld","0","1","0","0"
"2021-07-30","Bochum","0","1","0","0"
"2021-07-30","Bonn","0","1","0","0"
"2021-07-30","Borken","0","1","0","0"
"2021-07-30","Bottrop","1","0","0","0"
"2021-07-30","Coesfeld","1","0","0","0"
"2021-07-30","Dortmund","1","0","0","0"
"2021-07-30","Duisburg","1","0","0","0"
"2021-07-30","Düren","0","1","0","0"
"2021-07-30","Düsseldorf","0","0","1","0"
"2021-07-30","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-07-30","Essen","1","0","0","0"
"2021-07-30","Euskirchen","1","0","0","0"
"2021-07-30","Gelsenkirchen","1","0","0","0"
"2021-07-30","Gütersloh","1","0","0","0"
"2021-07-30","Hagen","0","1","0","0"
"2021-07-30","Hamm","0","1","0","0"
"2021-07-30","Heinsberg","0","1","0","0"
"2021-07-30","Herford","1","0","0","0"
"2021-07-30","Herne","1","0","0","0"
"2021-07-30","Hochsauerlandkreis","1","0","0","0"
"2021-07-30","Höxter","0","1","0","0"
"2021-07-30","Kleve","0","1","0","0"
"2021-07-30","Köln","0","1","0","0"
"2021-07-30","Krefeld","0","1","0","0"
"2021-07-30","Leverkusen","0","1","0","0"
"2021-07-30","Lippe","0","1","0","0"
"2021-07-30","Märkischer Kreis","1","0","0","0"
"2021-07-30","Mettmann","0","1","0","0"
"2021-07-30","Minden-Lübbecke","0","1","0","0"
"2021-07-30","Mönchengladbach","1","0","0","0"
"2021-07-30","Mülheim an der Ruhr","1","0","0","0"
"2021-07-30","Münster","0","1","0","0"
"2021-07-30","Oberbergischer Kreis","0","1","0","0"
"2021-07-30","Oberhausen","0","1","0","0"
"2021-07-30","Olpe","1","0","0","0"
"2021-07-30","Paderborn","0","1","0","0"
"2021-07-30","Recklinghausen","0","1","0","0"
"2021-07-30","Remscheid","1","0","0","0"
"2021-07-30","Rhein-Erft-Kreis","1","0","0","0"
"2021-07-30","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-07-30","Rhein-Kreis Neuss","0","1","0","0"
"2021-07-30","Rhein-Sieg-Kreis","1","0","0","0"
"2021-07-30","Siegen-Wittgenstein","1","0","0","0"
"2021-07-30","Soest","1","0","0","0"
"2021-07-30","Solingen","0","0","1","0"
"2021-07-30","Steinfurt","0","1","0","0"
"2021-07-30","Unna","1","0","0","0"
"2021-07-30","Viersen","1","0","0","0"
"2021-07-30","Warendorf","1","0","0","0"
"2021-07-30","Wesel","0","1","0","0"
"2021-07-30","Wuppertal","0","1","0","0"
"2021-08-02","Städteregion Aachen","0","1","0","0"
"2021-08-02","Bielefeld","0","1","0","0"
"2021-08-02","Bochum","0","1","0","0"
"2021-08-02","Bonn","0","1","0","0"
"2021-08-02","Borken","0","1","0","0"
"2021-08-02","Bottrop","0","1","0","0"
"2021-08-02","Coesfeld","0","1","0","0"
"2021-08-02","Dortmund","0","1","0","0"
"2021-08-02","Duisburg","0","1","0","0"
"2021-08-02","Düren","0","1","0","0"
"2021-08-02","Düsseldorf","0","0","1","0"
"2021-08-02","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-08-02","Essen","0","1","0","0"
"2021-08-02","Euskirchen","1","0","0","0"
"2021-08-02","Gelsenkirchen","1","0","0","0"
"2021-08-02","Gütersloh","0","1","0","0"
"2021-08-02","Hagen","0","1","0","0"
"2021-08-02","Hamm","0","1","0","0"
"2021-08-02","Heinsberg","0","1","0","0"
"2021-08-02","Herford","0","1","0","0"
"2021-08-02","Herne","0","1","0","0"
"2021-08-02","Hochsauerlandkreis","0","1","0","0"
"2021-08-02","Höxter","0","1","0","0"
"2021-08-02","Kleve","0","1","0","0"
"2021-08-02","Köln","0","1","0","0"
"2021-08-02","Krefeld","0","1","0","0"
"2021-08-02","Leverkusen","0","1","0","0"
"2021-08-02","Lippe","0","1","0","0"
"2021-08-02","Märkischer Kreis","1","0","0","0"
"2021-08-02","Mettmann","0","1","0","0"
"2021-08-02","Minden-Lübbecke","0","1","0","0"
"2021-08-02","Mönchengladbach","0","1","0","0"
"2021-08-02","Mülheim an der Ruhr","1","0","0","0"
"2021-08-02","Münster","0","1","0","0"
"2021-08-02","Oberbergischer Kreis","0","1","0","0"
"2021-08-02","Oberhausen","0","1","0","0"
"2021-08-02","Olpe","1","0","0","0"
"2021-08-02","Paderborn","0","1","0","0"
"2021-08-02","Recklinghausen","0","1","0","0"
"2021-08-02","Remscheid","1","0","0","0"
"2021-08-02","Rhein-Erft-Kreis","0","1","0","0"
"2021-08-02","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-08-02","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-02","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-02","Siegen-Wittgenstein","1","0","0","0"
"2021-08-02","Soest","1","0","0","0"
"2021-08-02","Solingen","0","0","1","0"
"2021-08-02","Steinfurt","0","1","0","0"
"2021-08-02","Unna","1","0","0","0"
"2021-08-02","Viersen","0","1","0","0"
"2021-08-02","Warendorf","1","0","0","0"
"2021-08-02","Wesel","0","1","0","0"
"2021-08-02","Wuppertal","0","1","0","0"
"2021-08-03","Städteregion Aachen","0","1","0","0"
"2021-08-03","Bielefeld","0","1","0","0"
"2021-08-03","Bochum","0","1","0","0"
"2021-08-03","Bonn","0","1","0","0"
"2021-08-03","Borken","0","1","0","0"
"2021-08-03","Bottrop","0","1","0","0"
"2021-08-03","Coesfeld","0","1","0","0"
"2021-08-03","Dortmund","0","1","0","0"
"2021-08-03","Duisburg","0","1","0","0"
"2021-08-03","Düren","0","1","0","0"
"2021-08-03","Düsseldorf","0","0","1","0"
"2021-08-03","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-08-03","Essen","0","1","0","0"
"2021-08-03","Euskirchen","1","0","0","0"
"2021-08-03","Gelsenkirchen","1","0","0","0"
"2021-08-03","Gütersloh","0","1","0","0"
"2021-08-03","Hagen","0","1","0","0"
"2021-08-03","Hamm","0","1","0","0"
"2021-08-03","Heinsberg","0","1","0","0"
"2021-08-03","Herford","0","1","0","0"
"2021-08-03","Herne","0","1","0","0"
"2021-08-03","Hochsauerlandkreis","0","1","0","0"
"2021-08-03","Höxter","0","1","0","0"
"2021-08-03","Kleve","0","1","0","0"
"2021-08-03","Köln","0","1","0","0"
"2021-08-03","Krefeld","0","1","0","0"
"2021-08-03","Leverkusen","0","1","0","0"
"2021-08-03","Lippe","0","1","0","0"
"2021-08-03","Märkischer Kreis","1","0","0","0"
"2021-08-03","Mettmann","0","1","0","0"
"2021-08-03","Minden-Lübbecke","0","1","0","0"
"2021-08-03","Mönchengladbach","0","1","0","0"
"2021-08-03","Mülheim an der Ruhr","1","0","0","0"
"2021-08-03","Münster","0","1","0","0"
"2021-08-03","Oberbergischer Kreis","0","1","0","0"
"2021-08-03","Oberhausen","0","1","0","0"
"2021-08-03","Olpe","1","0","0","0"
"2021-08-03","Paderborn","0","1","0","0"
"2021-08-03","Recklinghausen","0","1","0","0"
"2021-08-03","Remscheid","1","0","0","0"
"2021-08-03","Rhein-Erft-Kreis","0","1","0","0"
"2021-08-03","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-08-03","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-03","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-03","Siegen-Wittgenstein","1","0","0","0"
"2021-08-03","Soest","1","0","0","0"
"2021-08-03","Solingen","0","0","1","0"
"2021-08-03","Steinfurt","0","1","0","0"
"2021-08-03","Unna","1","0","0","0"
"2021-08-03","Viersen","0","1","0","0"
"2021-08-03","Warendorf","1","0","0","0"
"2021-08-03","Wesel","0","1","0","0"
"2021-08-03","Wuppertal","0","1","0","0"
"2021-08-04","Städteregion Aachen","0","1","0","0"
"2021-08-04","Bielefeld","0","1","0","0"
"2021-08-04","Bochum","0","1","0","0"
"2021-08-04","Bonn","0","1","0","0"
"2021-08-04","Borken","0","1","0","0"
"2021-08-04","Bottrop","0","1","0","0"
"2021-08-04","Coesfeld","0","1","0","0"
"2021-08-04","Dortmund","0","1","0","0"
"2021-08-04","Duisburg","0","1","0","0"
"2021-08-04","Düren","0","1","0","0"
"2021-08-04","Düsseldorf","0","0","1","0"
"2021-08-04","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-08-04","Essen","0","1","0","0"
"2021-08-04","Euskirchen","1","0","0","0"
"2021-08-04","Gelsenkirchen","1","0","0","0"
"2021-08-04","Gütersloh","0","1","0","0"
"2021-08-04","Hagen","0","1","0","0"
"2021-08-04","Hamm","0","1","0","0"
"2021-08-04","Heinsberg","0","1","0","0"
"2021-08-04","Herford","0","1","0","0"
"2021-08-04","Herne","0","1","0","0"
"2021-08-04","Hochsauerlandkreis","0","1","0","0"
"2021-08-04","Höxter","0","1","0","0"
"2021-08-04","Kleve","0","1","0","0"
"2021-08-04","Köln","0","1","0","0"
"2021-08-04","Krefeld","0","1","0","0"
"2021-08-04","Leverkusen","0","1","0","0"
"2021-08-04","Lippe","0","1","0","0"
"2021-08-04","Märkischer Kreis","1","0","0","0"
"2021-08-04","Mettmann","0","1","0","0"
"2021-08-04","Minden-Lübbecke","0","1","0","0"
"2021-08-04","Mönchengladbach","0","1","0","0"
"2021-08-04","Mülheim an der Ruhr","1","0","0","0"
"2021-08-04","Münster","0","1","0","0"
"2021-08-04","Oberbergischer Kreis","0","1","0","0"
"2021-08-04","Oberhausen","0","1","0","0"
"2021-08-04","Olpe","1","0","0","0"
"2021-08-04","Paderborn","0","1","0","0"
"2021-08-04","Recklinghausen","0","1","0","0"
"2021-08-04","Remscheid","1","0","0","0"
"2021-08-04","Rhein-Erft-Kreis","0","1","0","0"
"2021-08-04","Rheinisch-Bergischer Kreis","1","0","0","0"
"2021-08-04","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-04","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-04","Siegen-Wittgenstein","1","0","0","0"
"2021-08-04","Soest","1","0","0","0"
"2021-08-04","Solingen","0","0","1","0"
"2021-08-04","Steinfurt","0","1","0","0"
"2021-08-04","Unna","1","0","0","0"
"2021-08-04","Viersen","0","1","0","0"
"2021-08-04","Warendorf","1","0","0","0"
"2021-08-04","Wesel","0","1","0","0"
"2021-08-04","Wuppertal","0","1","0","0"
"2021-08-05","Städteregion Aachen","0","1","0","0"
"2021-08-05","Bielefeld","0","1","0","0"
"2021-08-05","Bochum","0","1","0","0"
"2021-08-05","Bonn","0","1","0","0"
"2021-08-05","Borken","0","1","0","0"
"2021-08-05","Bottrop","0","1","0","0"
"2021-08-05","Coesfeld","0","1","0","0"
"2021-08-05","Dortmund","0","1","0","0"
"2021-08-05","Duisburg","0","1","0","0"
"2021-08-05","Düren","0","1","0","0"
"2021-08-05","Düsseldorf","0","0","1","0"
"2021-08-05","Ennepe-Ruhr-Kreis","1","0","0","0"
"2021-08-05","Essen","0","1","0","0"
"2021-08-05","Euskirchen","1","0","0","0"
"2021-08-05","Gelsenkirchen","0","1","0","0"
"2021-08-05","Gütersloh","0","1","0","0"
"2021-08-05","Hagen","0","1","0","0"
"2021-08-05","Hamm","0","1","0","0"
"2021-08-05","Heinsberg","0","1","0","0"
"2021-08-05","Herford","0","1","0","0"
"2021-08-05","Herne","0","1","0","0"
"2021-08-05","Hochsauerlandkreis","0","1","0","0"
"2021-08-05","Höxter","0","1","0","0"
"2021-08-05","Kleve","0","1","0","0"
"2021-08-05","Köln","0","1","0","0"
